Designator,Mid X,Mid Y,Rotation,Layer
C1,75.165,-69.0,270.0,top
C2,75.04,-73.675,90.0,top
C3,107.825,-86.95,90.0,top
C4,107.125,-64.3125,90.0,top
D1,69.04,-69.575,180.0,top
J1,67.24,-78.75,0.0,top
J2,83.725,-93.525,0.0,top
J3,111.55,-89.52,0.0,top
J4,111.525,-67.025,0.0,top
R1,75.35,-89.925,270.0,top
R2,107.9,-91.2,270.0,top
R3,107.15,-68.675,270.0,top
R4,69.825,-89.925,270.0,top
R5,78.825,-92.95,90.0,top
U1,84.015,-70.475,0.0,top
U2,96.8375,-86.06,0.0,top
U3,96.7875,-70.685,0.0,top
